class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
SOS Alert,0.5951666831970215,0.4202202260494232,-0.8785373568534851,0.9998028874397278,0.6157820224761963,0.3466011583805084,-0.859597384929657,0.9996752738952637,0.6269518733024597,0.345721572637558,-0.8595932722091675,0.9995952248573303,0.641645610332489,0.3504076898097992,-0.8597351312637329,0.9995988011360168,0.5635029673576355,0.34857046604156494,-0.8672932386398315,0.9997538924217224,0.5421731472015381,0.3424896001815796,-0.8675651550292969,0.9997406601905823,0.5205966830253601,0.34627601504325867,-0.8677819967269897,0.999747097492218,0.6609142422676086,0.36262309551239014,-0.6860051155090332,0.9994947910308838,0.49116653203964233,0.3375178277492523,-0.7112924456596375,0.9994787573814392,0.6108896136283875,0.4654499590396881,-0.8073058128356934,0.9994804263114929,0.5572953820228577,0.4610586166381836,-0.8134502172470093,0.9993085861206055,0.7098134756088257,0.47570812702178955,-0.48005619645118713,0.9993646740913391,0.4182985723018646,0.5084020495414734,-0.6022666096687317,0.9963769316673279,0.7880145311355591,0.7024185061454773,-0.4405737519264221,0.40389376878738403,0.39511093497276306,0.7790582180023193,-0.5303327441215515,0.6622578501701355,0.8372761011123657,0.8644577264785767,-0.5880759954452515,0.2533876597881317,0.5209721922874451,0.7248700261116028,-0.5441879630088806,0.5759004354476929,0.8662973642349243,0.9072059392929077,-0.6229369044303894,0.23398689925670624,0.554763674736023,0.726326584815979,-0.6043294072151184,0.5026150345802307,0.8537799119949341,0.8979189395904541,-0.6577717661857605,0.2677757143974304,0.5644063949584961,0.6743686199188232,-0.5769094228744507,0.4913400709629059,0.8315526247024536,0.8829523921012878,-0.6092893481254578,0.31060370802879333,0.5659688115119934,0.6755008697509766,-0.5349279046058655,0.452749639749527,0.5468633770942688,0.7826998829841614,0.03247954323887825,0.9012318253517151,0.41629305481910706,0.7500566244125366,-0.03171509876847267,0.9333857893943787,0.6001248359680176,0.8007897734642029,0.37149545550346375,0.019717708230018616,0.4755324721336365,0.827437162399292,0.3202269673347473,0.02864399179816246,0.5372462868690491,0.8343701958656311,0.8221335411071777,0.035339199006557465,0.47561559081077576,0.8576313853263855,0.7677855491638184,0.03679656237363815,0.5208633542060852,0.8280580639839172,0.8654826283454895,0.05486318841576576,0.480970561504364,0.8537222743034363,0.814379096031189,0.04609496146440506,0.5336918234825134,0.9138011932373047,0.7911636233329773,0.04794756695628166,0.47297292947769165,0.9384921193122864,0.746711015701294,0.05567484349012375
SOS Alert,0.597627580165863,0.42351362109184265,-0.9005846977233887,0.9997233152389526,0.618562638759613,0.35191047191619873,-0.8806136846542358,0.9995600581169128,0.6322275400161743,0.35493946075439453,-0.8806134462356567,0.9994292855262756,0.6473843455314636,0.3519265353679657,-0.8806985020637512,0.9994503259658813,0.5675954818725586,0.3556237816810608,-0.8911590576171875,0.9996659755706787,0.5459961891174316,0.3500891625881195,-0.8914359211921692,0.9996351599693298,0.5251633524894714,0.34742167592048645,-0.8916241526603699,0.9996533393859863,0.6645379662513733,0.36342760920524597,-0.7066541314125061,0.9991626143455505,0.4941563010215759,0.33760443329811096,-0.7466624975204468,0.9992272257804871,0.6178733110427856,0.466999888420105,-0.8294104337692261,0.9991218447685242,0.5613318681716919,0.4627522826194763,-0.8400191068649292,0.9989510774612427,0.7165237069129944,0.4767657518386841,-0.5466023683547974,0.9992012977600098,0.41764727234840393,0.5057433843612671,-0.6249395608901978,0.995965301990509,0.7809574007987976,0.7047372460365295,-0.4625245928764343,0.3793818950653076,0.3570277690887451,0.8096822500228882,-0.5724309682846069,0.6563113331794739,0.8020948171615601,0.8513593077659607,-0.5930383205413818,0.2481195628643036,0.427663654088974,0.9238380789756775,-0.658078134059906,0.5611804723739624,0.8258694410324097,0.880149245262146,-0.6473537683486938,0.2275882214307785,0.4346202313899994,0.9586610198020935,-0.7321058511734009,0.484883576631546,0.8171844482421875,0.8671332597732544,-0.6757971048355103,0.26217371225357056,0.46085304021835327,0.9211133122444153,-0.7378883957862854,0.4761486053466797,0.7967274188995361,0.8584088683128357,-0.6121236681938171,0.3002064526081085,0.47132381796836853,0.904956579208374,-0.6652460694313049,0.4349299371242523,0.5601388216018677,0.7545720934867859,0.028885165229439735,0.8743914365768433,0.42829275131225586,0.745116651058197,-0.02831614948809147,0.9178678393363953,0.6034925580024719,0.7340917587280273,0.461128294467926,0.0179727915674448,0.4797636866569519,0.7445181012153625,0.4024830460548401,0.026027169078588486,0.5585848093032837,0.7056830525398254,0.9688462018966675,0.03232276439666748,0.4958420395851135,0.7192007899284363,0.902018666267395,0.033578794449567795,0.5467401742935181,0.6914407014846802,1.020460844039917,0.050522081553936005,0.5008233189582825,0.6989256739616394,0.954577624797821,0.042098842561244965,0.5694016218185425,0.7615299224853516,0.9418380856513977,0.04428527504205704,0.5128320455551147,0.7954019904136658,0.8878637552261353,0.05096994340419769
SOS Alert,0.5926771759986877,0.42372533679008484,-0.9690943956375122,0.9997447729110718,0.6180900931358337,0.35093745589256287,-0.956701397895813,0.9995983839035034,0.6309343576431274,0.35215240716934204,-0.9566553831100464,0.9994794726371765,0.6458908319473267,0.3510848581790924,-0.9567698240280151,0.9994978904724121,0.5633968114852905,0.3545694947242737,-0.9602916836738586,0.9996943473815918,0.5425838828086853,0.34917503595352173,-0.9605836868286133,0.9996663928031921,0.5219157934188843,0.34895992279052734,-0.9607494473457336,0.9996814131736755,0.6644321084022522,0.35594800114631653,-0.7918206453323364,0.9992393255233765,0.49409157037734985,0.3408201336860657,-0.7992075085639954,0.9992923140525818,0.6174245476722717,0.466952919960022,-0.8994951248168945,0.9991927146911621,0.559488832950592,0.46201813220977783,-0.9004637598991394,0.9990267157554626,0.7258924245834351,0.48664048314094543,-0.6044840812683105,0.9992343783378601,0.41772955656051636,0.47903427481651306,-0.6484903693199158,0.9956144690513611,0.8473547697067261,0.6911566257476807,-0.5293480753898621,0.39336317777633667,0.3554961681365967,0.7172476649284363,-0.594044029712677,0.6253056526184082,0.852281391620636,0.8673604726791382,-0.6219896674156189,0.26146450638771057,0.4515637457370758,0.743029773235321,-0.6627155542373657,0.5313565135002136,0.890278160572052,0.9123542308807373,-0.6623432636260986,0.2338489443063736,0.47047534584999084,0.749139666557312,-0.7229034304618835,0.4588872492313385,0.8640446662902832,0.8989015221595764,-0.6802977919578552,0.2712220847606659,0.48994144797325134,0.7137975692749023,-0.7034395933151245,0.45127299427986145,0.8406111001968384,0.8838532567024231,-0.6336649060249329,0.30370011925697327,0.49728327989578247,0.7109383344650269,-0.6581370830535889,0.4084615707397461,0.5807986855506897,0.7546979784965515,0.014561301097273827,0.8604618310928345,0.4358493685722351,0.7266696095466614,-0.014003644697368145,0.9022014141082764,0.6125435829162598,0.7113655209541321,0.44280943274497986,0.017117634415626526,0.45999202132225037,0.6789282560348511,0.4104253649711609,0.025164756923913956,0.5757447481155396,0.6195355653762817,0.9459068179130554,0.029981229454278946,0.48535680770874023,0.5992205739021301,0.9023259878158569,0.031296391040086746,0.5683703422546387,0.5951145887374878,0.9970782995223999,0.04700632020831108,0.4972524642944336,0.5743198990821838,0.9556211233139038,0.039387207478284836,0.5751901268959045,0.6545736789703369,0.9368934631347656,0.04139639064669609,0.4956809878349304,0.6567522883415222,0.9115390777587891,0.04763593524694443
SOS Alert,0.5967292785644531,0.4286770522594452,-0.9549075961112976,0.9997380375862122,0.6190892457962036,0.3557032644748688,-0.9392462968826294,0.9995736479759216,0.6329480409622192,0.35420769453048706,-0.9391404390335083,0.9994387030601501,0.6470057964324951,0.35352733731269836,-0.9393723607063293,0.9994787573814392,0.5668901801109314,0.3552522659301758,-0.9428368806838989,0.9996741414070129,0.5456246137619019,0.3519865572452545,-0.9431028366088867,0.9996296167373657,0.5262698531150818,0.3491511642932892,-0.9434487223625183,0.9996535181999207,0.6653048992156982,0.355741947889328,-0.7872439622879028,0.9992222785949707,0.49727314710617065,0.34067437052726746,-0.796472430229187,0.9992585182189941,0.6190171837806702,0.4702907204627991,-0.8981310725212097,0.9992048740386963,0.561931848526001,0.46558091044425964,-0.8987983465194702,0.9990344047546387,0.7243870496749878,0.48603203892707825,-0.5765537023544312,0.99924635887146,0.40755167603492737,0.48265835642814636,-0.6505275964736938,0.9955976009368896,0.8530483245849609,0.6716654896736145,-0.5212549567222595,0.41164788603782654,0.3609125316143036,0.8182157278060913,-0.6936705112457275,0.6507943272590637,0.897942066192627,0.874691367149353,-0.6638515591621399,0.2610318660736084,0.5686544179916382,0.939002275466919,-0.7970491647720337,0.5227372646331787,0.9452570080757141,0.9129724502563477,-0.7123891711235046,0.22882555425167084,0.6358290910720825,1.0153839588165283,-0.8824487924575806,0.43888792395591736,0.934355616569519,0.9055813550949097,-0.7424144744873047,0.26617515087127686,0.6644987463951111,0.9492418169975281,-0.8405391573905945,0.4312534034252167,0.9107083082199097,0.899414598941803,-0.6827651858329773,0.301092267036438,0.652991771697998,0.9281873106956482,-0.784247875213623,0.3902301788330078,0.5793977379798889,0.7563158273696899,0.016722148284316063,0.8427266478538513,0.43495020270347595,0.7628179788589478,-0.01612907275557518,0.8859022259712219,0.6458605527877808,0.802718460559845,0.25629565119743347,0.015952497720718384,0.44086018204689026,0.7990153431892395,0.29601794481277466,0.023330673575401306,0.5820264220237732,0.7923968434333801,0.7062884569168091,0.02814362943172455,0.49902400374412537,0.8022448420524597,0.7482069730758667,0.02881758287549019,0.5682134032249451,0.7845565676689148,0.7515395283699036,0.0446891225874424,0.5168140530586243,0.7838237285614014,0.7946878671646118,0.03648974746465683,0.5877434015274048,0.8521875739097595,0.6355655193328857,0.03912309929728508,0.5193334817886353,0.9078052043914795,0.7004827857017517,0.04382127523422241
SOS Alert,0.5990176796913147,0.4290190041065216,-0.939752459526062,0.9997422695159912,0.6194193959236145,0.3577481508255005,-0.9223599433898926,0.9995754361152649,0.6332518458366394,0.354592502117157,-0.9222798347473145,0.9994403719902039,0.6469494104385376,0.35348594188690186,-0.9224942326545715,0.9994894862174988,0.5672059059143066,0.3568287193775177,-0.9278804659843445,0.9996749758720398,0.5462853908538818,0.3538845479488373,-0.9281150102615356,0.9996228218078613,0.5283392667770386,0.3505445122718811,-0.9284299612045288,0.9996503591537476,0.6652208566665649,0.35536783933639526,-0.7691162824630737,0.9992448687553406,0.4982360899448395,0.3449723422527313,-0.7936347723007202,0.9992683529853821,0.6208827495574951,0.47070714831352234,-0.8842700719833374,0.9992392063140869,0.56243497133255,0.466964453458786,-0.8890514373779297,0.9990715384483337,0.7183449864387512,0.48522689938545227,-0.5502476692199707,0.9992944598197937,0.40676942467689514,0.5059153437614441,-0.6419264078140259,0.9958053231239319,0.839442253112793,0.6666151285171509,-0.5286825895309448,0.44378653168678284,0.3646090030670166,0.8346598148345947,-0.644588828086853,0.6759679317474365,0.908948540687561,0.8643549680709839,-0.6928173303604126,0.28262993693351746,0.5850913524627686,0.9456741213798523,-0.7120794653892517,0.5187183618545532,0.9479222297668457,0.88975989818573,-0.7413807511329651,0.24352388083934784,0.6371123790740967,0.9979161024093628,-0.7839533090591431,0.4245849549770355,0.9360061883926392,0.8937634229660034,-0.775203287601471,0.2824433147907257,0.6555665731430054,0.9625633955001831,-0.7470919489860535,0.416474848985672,0.9146491289138794,0.8938021063804626,-0.7130149602890015,0.31965550780296326,0.6538724899291992,0.9416167736053467,-0.6992838382720947,0.37803131341934204,0.5820609331130981,0.774856448173523,0.01625358685851097,0.8399963974952698,0.4365435242652893,0.7747779488563538,-0.015858758240938187,0.8831908106803894,0.646616518497467,0.8325744867324829,0.25277847051620483,0.015311614610254765,0.436387300491333,0.84803706407547,0.2614038288593292,0.022260542958974838,0.5900955200195312,0.879639208316803,0.6785145401954651,0.027453014627099037,0.5156661868095398,0.8940395712852478,0.6923811435699463,0.027678655460476875,0.5755032300949097,0.8795992732048035,0.7203598022460938,0.04430583119392395,0.5369070768356323,0.8842741250991821,0.7376933097839355,0.03576936200261116,0.5980417728424072,0.9606717228889465,0.6102250814437866,0.03792882338166237,0.5374773144721985,1.0047401189804077,0.6519196629524231,0.041434891521930695
SOS Alert,0.597053050994873,0.394560307264328,-1.0955989360809326,0.9997637867927551,0.6143417358398438,0.31821736693382263,-1.0714823007583618,0.9996128678321838,0.6309405565261841,0.3178037703037262,-1.071426272392273,0.9994894862174988,0.6455278992652893,0.31999504566192627,-1.0718146562576294,0.9995312094688416,0.5631167888641357,0.32607391476631165,-1.0740811824798584,0.999703049659729,0.5445480942726135,0.3286418616771698,-1.0741770267486572,0.9996548295021057,0.5275619029998779,0.326994389295578,-1.0742636919021606,0.9996784329414368,0.6651567816734314,0.3302469253540039,-0.8330762982368469,0.9993135333061218,0.4940005838871002,0.3278758227825165,-0.8348830342292786,0.999337375164032,0.6203997731208801,0.44076913595199585,-0.9960908889770508,0.9992982149124146,0.5565694570541382,0.44364798069000244,-0.995392918586731,0.999153733253479,0.7089065909385681,0.4793589413166046,-0.5754116177558899,0.9992926716804504,0.37945643067359924,0.4730967879295349,-0.6419117450714111,0.9961345791816711,0.9251953363418579,0.6248151659965515,-0.9101177453994751,0.4977568984031677,0.15644031763076782,0.6894446015357971,-0.7378159761428833,0.7055518627166748,0.8685978055000305,0.3769799470901489,-1.1725645065307617,0.3487890362739563,0.2521772086620331,0.48084554076194763,-0.9215307235717773,0.5625127553939819,0.8595010042190552,0.2795313596725464,-1.2057172060012817,0.30081939697265625,0.24791650474071503,0.39254751801490784,-0.9566952586174011,0.4709520637989044,0.8259560465812683,0.2601662576198578,-1.1206645965576172,0.3313828110694885,0.2693454921245575,0.3672667145729065,-0.9102076292037964,0.4621768891811371,0.8142719268798828,0.3183688521385193,-1.1430373191833496,0.36420685052871704,0.28407129645347595,0.3972199559211731,-0.90362948179245,0.4275261461734772,0.5781101584434509,0.7835487127304077,0.01094531174749136,0.853710412979126,0.40891486406326294,0.7601057291030884,-0.010730347596108913,0.8934807777404785,0.6769765615463257,0.8300750255584717,-0.06773166358470917,0.022061370313167572,0.3555799722671509,0.7374163866043091,-0.02314743585884571,0.03636070713400841,0.5820642709732056,0.8825321793556213,0.03765922784805298,0.03362875059247017,0.3613763153553009,0.8654367327690125,0.002121944446116686,0.03677627071738243,0.5618879795074463,0.9023653268814087,0.04533275216817856,0.08013379573822021,0.37247568368911743,0.8635116219520569,0.0022881466429680586,0.06341768801212311,0.589927613735199,0.9361361265182495,-0.13246086239814758,0.06885666400194168,0.3331330418586731,0.8684882521629333,-0.19387120008468628,0.06613670289516449
SOS Alert,0.5832598209381104,0.37652772665023804,-1.2948213815689087,0.9997657537460327,0.6051735877990723,0.3027530908584595,-1.2699100971221924,0.9995968341827393,0.6249838471412659,0.3029298782348633,-1.2699851989746094,0.9994680881500244,0.6406995058059692,0.3055934011936188,-1.2704012393951416,0.9994894862174988,0.5505828857421875,0.311615914106369,-1.2696058750152588,0.9996827840805054,0.5324347615242004,0.3143649101257324,-1.2699846029281616,0.9996336102485657,0.5152790546417236,0.31290164589881897,-1.2703648805618286,0.9996626973152161,0.6624916791915894,0.31898126006126404,-1.0069968700408936,0.9993104338645935,0.4853633940219879,0.31989139318466187,-0.9917182922363281,0.9993745684623718,0.6121202707290649,0.4256403148174286,-1.1876742839813232,0.9993127584457397,0.5449190735816956,0.4298115074634552,-1.182393193244934,0.999199628829956,0.7091665267944336,0.4813370406627655,-0.6811121702194214,0.9992676973342896,0.3780328631401062,0.47332096099853516,-0.8176479339599609,0.9964792132377625,0.9476572275161743,0.6155182719230652,-1.0973231792449951,0.5474293828010559,0.17089277505874634,0.7063304781913757,-0.9797350764274597,0.734563410282135,0.85126793384552,0.3711056709289551,-1.5343928337097168,0.41072508692741394,0.27127471566200256,0.5282590389251709,-1.208252191543579,0.6051124930381775,0.8418952822685242,0.26068177819252014,-1.6018273830413818,0.3593025803565979,0.2611504793167114,0.4435373842716217,-1.27193284034729,0.5207692980766296,0.7982133626937866,0.24486477673053741,-1.5122301578521729,0.38435041904449463,0.2790431082248688,0.418710857629776,-1.209877371788025,0.512306272983551,0.7858337759971619,0.2958430349826813,-1.510437250137329,0.41231080889701843,0.28501686453819275,0.44356268644332886,-1.1848416328430176,0.48059502243995667,0.5889495611190796,0.8283907771110535,0.02418004721403122,0.8596041798591614,0.41112881898880005,0.7874031662940979,-0.02348381280899048,0.8963824510574341,0.6693182587623596,1.0366005897521973,0.06498488783836365,0.025359664112329483,0.3964979350566864,1.0010305643081665,0.1458570510149002,0.048790283501148224,0.584065854549408,1.2393139600753784,0.44873929023742676,0.03238704055547714,0.4106690287590027,1.2153338193893433,0.49594011902809143,0.035866331309080124,0.5605901479721069,1.2708704471588135,0.48284903168678284,0.08332661539316177,0.4227929711341858,1.2510918378829956,0.531239926815033,0.06348025053739548,0.591361939907074,1.372538447380066,0.27186745405197144,0.07317095249891281,0.4038056433200836,1.3453993797302246,0.3871539831161499,0.06644807010889053
SOS Alert,0.5844813585281372,0.374277263879776,-1.2041878700256348,0.9997733235359192,0.6040094494819641,0.3034112751483917,-1.1742299795150757,0.9996067881584167,0.6224230527877808,0.3030434250831604,-1.1742162704467773,0.9994780421257019,0.6365582346916199,0.30395185947418213,-1.1745336055755615,0.9994929432868958,0.5502537488937378,0.31022199988365173,-1.182766318321228,0.9996933341026306,0.5323516726493835,0.3125905990600586,-1.1830298900604248,0.9996428489685059,0.5148497223854065,0.3116951584815979,-1.183382272720337,0.9996673464775085,0.6553358435630798,0.31182533502578735,-0.9232665300369263,0.9993016719818115,0.48392874002456665,0.31656771898269653,-0.9448847770690918,0.9994191527366638,0.6121696829795837,0.4232950806617737,-1.1043636798858643,0.9993150234222412,0.5459977388381958,0.42834290862083435,-1.109683871269226,0.9992441534996033,0.7152507305145264,0.4858746826648712,-0.6725402474403381,0.9991527199745178,0.38349539041519165,0.4837832450866699,-0.7684162855148315,0.9965015649795532,0.9481914639472961,0.6061872243881226,-0.9957655668258667,0.5912178754806519,0.2143481969833374,0.7072948813438416,-0.8008962869644165,0.747823178768158,0.8386194109916687,0.35614654421806335,-1.3666917085647583,0.46731698513031006,0.2821655869483948,0.5849406719207764,-0.9326854944229126,0.6162232756614685,0.8313418626785278,0.24329254031181335,-1.450182557106018,0.4157767593860626,0.2946005165576935,0.7023774981498718,-1.0628446340560913,0.5255793929100037,0.7903810739517212,0.23346619307994843,-1.3766224384307861,0.43756169080734253,0.3357097804546356,0.6621954441070557,-0.9901712536811829,0.5174462199211121,0.7760164737701416,0.27978256344795227,-1.349120855331421,0.46165263652801514,0.340291827917099,0.6292387843132019,-0.9262948036193848,0.49169543385505676,0.5898773670196533,0.8484837412834167,0.017601624131202698,0.8653493523597717,0.4181583821773529,0.7953019738197327,-0.017216797918081284,0.9000870585441589,0.5694303512573242,0.9716828465461731,0.45646968483924866,0.026181574910879135,0.353706419467926,0.9119848012924194,0.5100902318954468,0.05335655435919762,0.502120852470398,1.0468639135360718,1.040126919746399,0.03429612144827843,0.33014053106307983,1.0123263597488403,1.0441725254058838,0.04151077941060066,0.48699837923049927,1.06407630443573,1.0976264476776123,0.08857429772615433,0.34251558780670166,1.0305149555206299,1.0955283641815186,0.06586873531341553,0.47617754340171814,1.1203055381774902,0.9815875887870789,0.08028633892536163,0.29088884592056274,1.1063392162322998,0.9835293889045715,0.07083600759506226
SOS Alert,0.5886378288269043,0.3738308548927307,-1.3864667415618896,0.999762237071991,0.6041037440299988,0.3036380410194397,-1.3567099571228027,0.999574601650238,0.6225297451019287,0.3033130466938019,-1.3567430973052979,0.9994158148765564,0.6367942094802856,0.30367743968963623,-1.357048511505127,0.9993986487388611,0.5513194799423218,0.306769996881485,-1.3756976127624512,0.9996830224990845,0.5347336530685425,0.3083129823207855,-1.3760695457458496,0.9996314644813538,0.5185753703117371,0.30784404277801514,-1.376383662223816,0.9996598958969116,0.6537573933601379,0.31059587001800537,-1.071211814880371,0.9992191195487976,0.4844249188899994,0.31244856119155884,-1.1464555263519287,0.9994609355926514,0.6140996813774109,0.4223956763744354,-1.2661484479904175,0.999283492565155,0.5485763549804688,0.42736369371414185,-1.2873822450637817,0.9992862939834595,0.7152300477027893,0.48226016759872437,-0.7530304789543152,0.9989389181137085,0.3808214068412781,0.4845735430717468,-0.9484081268310547,0.9968045353889465,0.9557528495788574,0.6028792858123779,-1.0925321578979492,0.6319575309753418,0.18690109252929688,0.7181128859519958,-1.0233795642852783,0.7726157903671265,0.8355847597122192,0.3541203439235687,-1.4377000331878662,0.5172845721244812,0.32093507051467896,0.8644954562187195,-1.2055219411849976,0.6529219746589661,0.8295001983642578,0.239481583237648,-1.5185232162475586,0.4590137302875519,0.3349306583404541,0.9501048922538757,-1.2785954475402832,0.5676145553588867,0.7875416874885559,0.23667621612548828,-1.428800106048584,0.4753287136554718,0.3839884400367737,0.9255094528198242,-1.2215430736541748,0.5591179132461548,0.7738969326019287,0.28599074482917786,-1.411610722541809,0.4948441982269287,0.385456383228302,0.8961849808692932,-1.1782827377319336,0.5349774360656738,0.6023136377334595,0.8597263693809509,0.03572212532162666,0.8468335270881653,0.4286503791809082,0.8219497203826904,-0.03482472896575928,0.8958551287651062,0.6352282166481018,1.0560896396636963,0.25492963194847107,0.0321943424642086,0.3692932724952698,1.0117223262786865,0.22787456214427948,0.07165224105119705,0.5556813478469849,1.2693202495574951,0.9684809446334839,0.03436353802680969,0.36618977785110474,1.236537218093872,0.9164498448371887,0.04311131313443184,0.5259467363357544,1.2953790426254272,1.090667486190796,0.08919567614793777,0.37507811188697815,1.2717357873916626,0.9296653866767883,0.06705306470394135,0.5478004217147827,1.4196445941925049,0.6312108039855957,0.07831860333681107,0.3488025367259979,1.3767889738082886,0.6127892732620239,0.06902100890874863
SOS Alert,0.5946173667907715,0.37807145714759827,-1.3031744956970215,0.9997786283493042,0.6063717007637024,0.3072454035282135,-1.2682220935821533,0.9996049404144287,0.623523473739624,0.3068232834339142,-1.2682182788848877,0.9994550943374634,0.6370149850845337,0.30706027150154114,-1.2684253454208374,0.9994323253631592,0.5536211729049683,0.30863988399505615,-1.2912964820861816,0.9997073411941528,0.5362707376480103,0.3095020651817322,-1.291687250137329,0.9996595978736877,0.5204903483390808,0.30938711762428284,-1.2918461561203003,0.9996863007545471,0.6538378596305847,0.31370002031326294,-0.9810599088668823,0.9992702007293701,0.48453131318092346,0.31248152256011963,-1.0768749713897705,0.9995123147964478,0.6159133911132812,0.42596718668937683,-1.1833252906799316,0.99933922290802,0.5528450012207031,0.4302542507648468,-1.2113516330718994,0.9993526935577393,0.7143479585647583,0.4786560833454132,-0.6875408291816711,0.9988822937011719,0.38145551085472107,0.48375770449638367,-0.9131546020507812,0.9971011281013489,0.957434356212616,0.6009160280227661,-1.0642988681793213,0.668677806854248,0.18384979665279388,0.7228821516036987,-1.0051555633544922,0.7952833771705627,0.8368114233016968,0.35774287581443787,-1.468951940536499,0.5646723508834839,0.33004230260849,0.9538720846176147,-1.1689225435256958,0.6874254941940308,0.8354862332344055,0.24214567244052887,-1.550230860710144,0.5092593431472778,0.34025803208351135,1.040083408355713,-1.2373937368392944,0.610048234462738,0.7971307635307312,0.23718029260635376,-1.4726555347442627,0.523003101348877,0.39533087611198425,1.011831521987915,-1.19133460521698,0.6022384762763977,0.783674955368042,0.29006317257881165,-1.448413372039795,0.5400910973548889,0.3985745906829834,0.9818699359893799,-1.1448338031768799,0.5804100632667542,0.6043854355812073,0.863002359867096,0.05036888271570206,0.8478202819824219,0.43151918053627014,0.8346663117408752,-0.04921942204236984,0.9014706015586853,0.7076010704040527,0.9796667098999023,-0.16544000804424286,0.0799575001001358,0.2955546975135803,0.9671345353126526,-0.32333022356033325,0.13539431989192963,0.5677654147148132,1.1992155313491821,0.19604089856147766,0.05002686381340027,0.35526174306869507,1.1711231470108032,0.06019020080566406,0.0662449449300766,0.5267025232315063,1.2236921787261963,0.2296910285949707,0.11270934343338013,0.37429213523864746,1.1997623443603516,0.09151168167591095,0.08816535770893097,0.5589379668235779,1.3476970195770264,0.025283019989728928,0.08638840913772583,0.35646358132362366,1.2973159551620483,-0.15242159366607666,0.07828593999147415
